170, 190
170, 200
170, 210
170, 220
170, 230
170, 240
170, 250
170, 260
170, 270
180, 200
180, 210
180, 220
180, 230
180, 240
180, 250
180, 260
180, 270
180, 280
60, 152
70, 162
80, 172
90, 182
100, 192
110, 202
120, 212
130, 222
140, 232
150, 242
160, 252
170, 262
180, 272
85, 120
85, 170
115, 180
135, 190
165, 200
165, 250
